"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"3673";"«Спартаковский пер.», Бакунинская улица (3673)";"37.68638433";"55.77587226";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АМ3; АН3; АТ25; АТ22; АТ88";"Спартаковский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889088384";"{type=Point, coordinates=[37.68638433, 55.77587226]}";
"3674";"«Балакиревский пер.», Бакунинская улица (3674)";"37.69019246";"55.77785788";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АМ3; АН3; АТ25; АТ22; АТ88";"Балакиревский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889088385";"{type=Point, coordinates=[37.69019246, 55.77785788]}";
"3675";"«Бакунинская ул., 84», Бакунинская улица (3675)";"37.69263238";"55.77946544";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АМ3; АН3; АТ25; АТ22; АТ88";"Бакунинская ул., 84";"";"да";"ГУП «Мосгортранс»";"активна";"889088386";"{type=Point, coordinates=[37.69263238, 55.77946544]}";
"3676";"«Переведеновский пер.», Бакунинская улица (3676)";"37.69548033";"55.78079226";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АМ3; АН3; АТ25; АТ22; АТ88";"Переведеновский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889088387";"{type=Point, coordinates=[37.69548033, 55.78079226]}";
"3677";"«Электрозаводский мост», Электрозаводский мост (3677)";"37.7002927";"55.78257315";"Электрозаводский мост";"Восточный административный округ";"район Соколиная Гора";"А332; А552";"Электрозаводский мост";"";"нет";"";"активна";"889088389";"{type=Point, coordinates=[37.7002927, 55.78257315]}";
"3680";"«Измайловское ш.», Вельяминовская улица (3680)";"37.72180815";"55.78045541";"Вельяминовская улица";"Восточный административный округ";"район Соколиная Гора";"А36; АО32; А730; А634; АДП52; АМ3; АН3; А141; А332; А469; А469к; А552; АТ22";"Измайловское ш.";"";"да";"ГУП «Мосгортранс»";"активна";"889088390";"{type=Point, coordinates=[37.72180815, 55.78045541]}";
"3681";"«Метро Семеновская», Вельяминовская улица (3681)";"37.72255777";"55.78311792";"Вельяминовская улица";"Восточный административный округ";"район Соколиная Гора";"АДП52; АН3; А469; А469к; АТ22";"Метро Семеновская";"";"да";"ГУП «Мосгортранс»";"активна";"889088391";"{type=Point, coordinates=[37.72255777, 55.78311792]}";
"3682";"«Ткацкая ул.», Ткацкая улица (3682)";"37.7252393";"55.7860171";"Ткацкая улица";"Восточный административный округ";"район Соколиная Гора";"АДП52; АН3; А469; А469к; АТ22";"Ткацкая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088392";"{type=Point, coordinates=[37.7252393, 55.7860171]}";
"3683";"«Ул. Ибрагимова», Ткацкая улица (3683)";"37.73124494";"55.78639032";"Ткацкая улица";"Восточный административный округ";"район Соколиная Гора";"АДП52; АН3; А469; А469к; АТ22";"Ул. Ибрагимова";"";"да";"ГУП «Мосгортранс»";"активна";"889088393";"{type=Point, coordinates=[37.73124494, 55.78639032]}";
"3684";"«Мироновская ул.», Ткацкая улица (3684)";"37.73398928";"55.78653525";"Ткацкая улица";"Восточный административный округ";"район Соколиная Гора";"АДП52; АН3; А372; А469; А469к; АТ22";"Мироновская ул.";"";"нет";"";"активна";"889088395";"{type=Point, coordinates=[37.73398928, 55.78653525]}";
"3685";"«Фортунатовская ул.», Ткацкая улица (3685)";"37.73983019";"55.78676718";"Ткацкая улица";"Восточный административный округ";"район Соколиная Гора";"АДП52; АН3; А372; АТ22";"Фортунатовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088396";"{type=Point, coordinates=[37.73983019, 55.78676718]}";
"3686";"«3-я Парковая ул.», Первомайская улица (3686)";"37.78345538";"55.79274107";"Первомайская улица";"Восточный административный округ";"район Измайлово";"А34; А223; АН3; АТ22";"3-я Парковая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088397";"{type=Point, coordinates=[37.78345538, 55.79274107]}";
"3687";"«5-я Парковая ул.», Первомайская улица (3687)";"37.78865574";"55.7929284";"Первомайская улица";"Восточный административный округ";"район Измайлово";"А223; АН3; АТ22";"5-я Парковая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088398";"{type=Point, coordinates=[37.78865574, 55.7929284]}";
"3688";"«7-я Парковая ул.», Первомайская улица (3688)";"37.79472111";"55.79302849";"Первомайская улица";"Восточный административный округ";"район Измайлово";"А223; АН3; АТ22";"7-я Парковая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088399";"{type=Point, coordinates=[37.79472111, 55.79302849]}";
"3689";"«Метро Первомайская», Первомайская улица (3689)";"37.7999077";"55.79311069";"Первомайская улица";"Восточный административный округ";"район Восточное Измайлово";"АТ22";"Метро Первомайская";"";"да";"ГУП «Мосгортранс»";"активна";"889088400";"{type=Point, coordinates=[37.7999077, 55.79311069]}";
"3690";"«К/т Первомайский», Первомайская улица (3690)";"37.80621095";"55.7932161";"Первомайская улица";"Восточный административный округ";"район Восточное Измайлово";"А257; А664; А974; АТ22";"К/т Первомайский";"";"да";"ГУП «Мосгортранс»";"активна";"889088401";"{type=Point, coordinates=[37.80621095, 55.7932161]}";
"3691";"«13-я Парковая ул.», Первомайская улица (3691)";"37.81228053";"55.79332902";"Первомайская улица";"Восточный административный округ";"район Восточное Измайлово";"А257; А664; Тм11; Тм34; А974; АТ22; Тм12";"13-я Парковая ул.";"";"нет";"";"активна";"889088402";"{type=Point, coordinates=[37.81228053, 55.79332902]}";
"3698";"«Богородское», Миллионная улица (3698)";"37.70101516";"55.8170673";"Миллионная улица";"Восточный административный округ";"район Богородское";"Тм7";"Богородское";"";"да";"ГУП «Мосгортранс»";"активна";"889088411";"{type=Point, coordinates=[37.70101516, 55.8170673]}";
"3699";"«Б. Ширяевская ул.», Большая Ширяевская улица (3699)";"37.6852145";"55.81055324";"Большая Ширяевская улица";"Восточный административный округ";"район Сокольники";"Тм46; Тм25";"Б. Ширяевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088412";"{type=Point, coordinates=[37.6852145, 55.81055324]}";
"3700";"«Детский сад», Большая Ширяевская улица (3700)";"37.68764082";"55.8087641";"Большая Ширяевская улица";"Восточный административный округ";"район Сокольники";"Тм46; Тм25";"Детский сад";"";"да";"ГУП «Мосгортранс»";"активна";"889088413";"{type=Point, coordinates=[37.68764082, 55.8087641]}";
"3701";"«Ул. Короленко», Большая Оленья улица (3701)";"37.68612005";"55.79949205";"Большая Оленья улица";"Восточный административный округ";"район Сокольники";"Тм46; Тм25";"Ул. Короленко";"";"да";"ГУП «Мосгортранс»";"активна";"889088415";"{type=Point, coordinates=[37.68612005, 55.79949205]}";
"3704";"«Халтуринская ул.», Халтуринская улица (3704)";"37.72850093";"55.79929487";"Халтуринская улица";"Восточный административный округ";"район Преображенское";"Тм2; Тм13; Тм36";"Халтуринская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088418";"{type=Point, coordinates=[37.72850093, 55.79929487]}";
"3707";"«16-я Парковая ул. (пос.)», Первомайская улица (3707)";"37.82154197";"55.79370757";"Первомайская улица";"Восточный административный округ";"район Восточное Измайлово";"А833; А34; Тм11; Тм34; АТ22; Тм12";"16-я Парковая ул. (пос.)";"";"нет";"";"активна";"889088421";"{type=Point, coordinates=[37.82154197, 55.79370757]}";
"3708";"«15-я Парковая ул.», Первомайская улица (3708)";"37.81877179";"55.79367591";"Первомайская улица";"Восточный административный округ";"район Восточное Измайлово";"А974; АТ22";"15-я Парковая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088422";"{type=Point, coordinates=[37.81877179, 55.79367591]}";
"3709";"«13-я Парковая ул.», Первомайская улица (3709)";"37.81224419";"55.79356692";"Первомайская улица";"Восточный административный округ";"район Восточное Измайлово";"А257; А664; А974; АТ22";"13-я Парковая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088423";"{type=Point, coordinates=[37.81224419, 55.79356692]}";
"3710";"«К/т Первомайский», Первомайская улица (3710)";"37.80513675";"55.79345224";"Первомайская улица";"Восточный административный округ";"район Измайлово";"А257; А664; А974; АТ22; АТ55";"К/т Первомайский";"";"да";"ГУП «Мосгортранс»";"активна";"889088424";"{type=Point, coordinates=[37.80513675, 55.79345224]}";
"3711";"«Метро Первомайская», Первомайская улица (3711)";"37.79869684";"55.79333547";"Первомайская улица";"Восточный административный округ";"район Измайлово";"А223; АТ22";"Метро Первомайская";"";"да";"ГУП «Мосгортранс»";"активна";"889088425";"{type=Point, coordinates=[37.79869684, 55.79333547]}";
"3712";"«7-я Парковая ул.», Первомайская улица (3712)";"37.79351143";"55.79328531";"Первомайская улица";"Восточный административный округ";"район Измайлово";"А223; АН3; АТ22";"7-я Парковая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088426";"{type=Point, coordinates=[37.79351143, 55.79328531]}";
"3713";"«5-я Парковая ул.», Первомайская улица (3713)";"37.7876618";"55.79312979";"Первомайская улица";"Восточный административный округ";"район Измайлово";"А34; А223; АН3; АТ22";"5-я Парковая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088427";"{type=Point, coordinates=[37.7876618, 55.79312979]}";
"3714";"«3-я Парковая ул.», Первомайская улица (3714)";"37.78237946";"55.79287267";"Первомайская улица";"Восточный административный округ";"район Измайлово";"АН3; АТ22";"3-я Парковая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088428";"{type=Point, coordinates=[37.78237946, 55.79287267]}";
"3715";"«Ст. Измайлово», Ткацкая улица (3715)";"37.74165025";"55.78700058";"Ткацкая улица";"Восточный административный округ";"район Соколиная Гора";"АДП52; АН3; А372; АТ22";"Ст. Измайлово";"";"да";"ГУП «Мосгортранс»";"активна";"889088429";"{type=Point, coordinates=[37.74165025, 55.78700058]}";
"3716";"«Мироновская ул.», Ткацкая улица (3716)";"37.73262919";"55.78664131";"Ткацкая улица";"Восточный административный округ";"район Соколиная Гора";"АДП52; АН3; А469; А469к; АТ22";"Мироновская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088430";"{type=Point, coordinates=[37.73262919, 55.78664131]}";
"3717";"«Ул. Ибрагимова», Ткацкая улица (3717)";"37.72929863";"55.78642799";"Ткацкая улица";"Восточный административный округ";"район Соколиная Гора";"АДП52; АН3; А469; А469к; АТ22";"Ул. Ибрагимова";"";"да";"ГУП «Мосгортранс»";"активна";"889088431";"{type=Point, coordinates=[37.72929863, 55.78642799]}";
"3718";"«Ткацкая ул.», Ткацкая улица (3718)";"37.7228861";"55.78568512";"Ткацкая улица";"Восточный административный округ";"район Соколиная Гора";"А469; А469к";"Ткацкая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088433";"{type=Point, coordinates=[37.7228861, 55.78568512]}";
"3719";"«Метро Семеновская», Вельяминовская улица (3719)";"37.72232393";"55.78269552";"Вельяминовская улица";"Восточный административный округ";"район Соколиная Гора";"АДП52; АН3; А469; А469к; АТ22";"Метро Семеновская";"";"да";"ГУП «Мосгортранс»";"активна";"889088434";"{type=Point, coordinates=[37.72232393, 55.78269552]}";
"3720";"«Б. Семеновская ул.», Большая Семёновская улица (3720)";"37.71572353";"55.78106828";"Большая Семёновская улица";"Восточный административный округ";"район Соколиная Гора";"А59; А86; АДП52; АН3; АТ25; АТ88; АТ22; АТ32";"Б. Семеновская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088435";"{type=Point, coordinates=[37.71572353, 55.78106828]}";
"3722";"«Электрозаводский мост», Электрозаводский мост (3722)";"37.69998618";"55.78285557";"Электрозаводский мост";"Восточный административный округ";"район Преображенское";"А332; А552";"Электрозаводский мост";"";"нет";"";"активна";"889088436";"{type=Point, coordinates=[37.69998618, 55.78285557]}";
"3723";"«Переведеновский пер.», Бакунинская улица (3723)";"37.69559672";"55.78120327";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АМ3; АН3; АТ25; АТ22; АТ88";"Переведеновский пер.";"";"нет";"";"активна";"889088437";"{type=Point, coordinates=[37.69559672, 55.78120327]}";
"3724";"«Бакунинская ул., 84», Бакунинская улица (3724)";"37.6915218";"55.77917108";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АМ3; АН3; АТ25; АТ22; АТ88";"Бакунинская ул., 84";"";"да";"ГУП «Мосгортранс»";"активна";"889088438";"{type=Point, coordinates=[37.6915218, 55.77917108]}";
"3725";"«Балакиревский пер.», Бакунинская улица (3725)";"37.68908509";"55.77763099";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АМ3; АН3; АТ25; АТ22; АТ88";"Балакиревский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889088439";"{type=Point, coordinates=[37.68908509, 55.77763099]}";
"3726";"«Спартаковский пер.», Бакунинская улица (3726)";"37.68538535";"55.77568701";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АМ3; АН3; АТ25; АТ22; АТ88";"Спартаковский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889088440";"{type=Point, coordinates=[37.68538535, 55.77568701]}";
"3727";"«Метро Бауманская», Бакунинская улица (3727)";"37.68163818";"55.77415434";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АМ3; АН3; АТ25; АТ22; АТ88";"Метро Бауманская";"";"нет";"";"активна";"889088441";"{type=Point, coordinates=[37.68163818, 55.77415434]}";
"3728";"«Елоховская пл.», Спартаковская улица (3728)";"37.67484855";"55.77242866";"Спартаковская улица";"Центральный административный округ";"Басманный район";"АТ22; АТ88; АМ3; АТ25; ТбТ";"Елоховская пл.";"";"нет";"";"активна";"889088442";"{type=Point, coordinates=[37.67484855, 55.77242866]}";
"3729";"«Спартаковская ул.», Новорязанская улица (3729)";"37.66947884";"55.77159956";"Новорязанская улица";"Центральный административный округ";"Басманный район";"А40; АТ88; АТ22; ТбТ";"Спартаковская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088443";"{type=Point, coordinates=[37.66947884, 55.77159956]}";
"3730";"«2-й троллейбусный парк», Новорязанская улица (3730)";"37.66338778";"55.77233515";"Новорязанская улица";"Центральный административный округ";"Красносельский район";"А40; АТ88; АТ22; ТбТ";"2-й троллейбусный парк";"";"нет";"";"активна";"889088444";"{type=Point, coordinates=[37.66338778, 55.77233515]}";
"3731";"«Новорязанская ул.», Новорязанская улица (3731)";"37.65776441";"55.77232795";"Новорязанская улица";"Центральный административный округ";"Красносельский район";"А40; АТ88; АТ22; ТбТ";"Новорязанская ул.";"";"нет";"";"активна";"889088445";"{type=Point, coordinates=[37.65776441, 55.77232795]}";
"3732";"«Метро Бульв. Рокоссовского (пос.)», Ивантеевская улица (3732)";"37.73333116";"55.81468691";"Ивантеевская улица";"Восточный административный округ";"район Богородское";"А86; А265; А80; А86к";"Метро Бульв. Рокоссовского (пос.)";"";"нет";"";"активна";"889088446";"{type=Point, coordinates=[37.73333116, 55.81468691]}";
"3733";"«5-й пр. Подбельского», Ивантеевская улица (3733)";"37.72706775";"55.81696579";"Ивантеевская улица";"Восточный административный округ";"район Богородское";"АО4; А80";"5-й пр. Подбельского";"";"нет";"";"активна";"889088447";"{type=Point, coordinates=[37.72706775, 55.81696579]}";
"3736";"«Ивантеевская ул.», Ивантеевская улица (3736)";"37.72134975";"55.81883226";"Ивантеевская улица";"Восточный административный округ";"район Богородское";"АО4; А80";"Ивантеевская ул.";"";"нет";"";"активна";"889088450";"{type=Point, coordinates=[37.72134975, 55.81883226]}";
"3737";"«1-й пр. Подбельского», 2-й проезд Подбельского (3737)";"37.71807882";"55.82007542";"проезд без названия";"Восточный административный округ";"район Богородское";"АО4; А80";"1-й пр. Подбельского";"";"да";"ГУП «Мосгортранс»";"активна";"889088451";"{type=Point, coordinates=[37.71807882, 55.82007542]}";
"3738";"«Игральная ул.», 2-й проезд Подбельского (3738)";"37.71627821";"55.8188258";"проезд без названия";"Восточный административный округ";"район Богородское";"АО4; А80";"Игральная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088452";"{type=Point, coordinates=[37.71627821, 55.8188258]}";
"3739";"«1-я Прогонная ул.», 1-я Прогонная улица (3739)";"37.70862229";"55.81206692";"1-я Прогонная улица";"Восточный административный округ";"район Богородское";"А80";"1-я Прогонная ул.";"";"нет";"";"активна";"889088453";"{type=Point, coordinates=[37.70862229, 55.81206692]}";
"3740";"«Бойцовая ул.», Малая Черкизовская улица (3740)";"37.71358621";"55.80665858";"Малая Черкизовская улица";"Восточный административный округ";"район Богородское";"А80";"Бойцовая ул.";"";"нет";"";"активна";"889088454";"{type=Point, coordinates=[37.71358621, 55.80665858]}";
"3742";"«Метро Преображенская пл. (выс.)», Большая Черкизовская улица (3742)";"37.7156376";"55.79660441";"Большая Черкизовская улица";"Восточный административный округ";"район Преображенское";"А80";"Метро Преображенская пл. (выс.)";"";"нет";"";"активна";"889088455";"{type=Point, coordinates=[37.7156376, 55.79660441]}";
"3744";"«Ул. Алымова», Просторная улица (3744)";"37.7116838";"55.8044729";"Просторная улица";"Восточный административный округ";"район Богородское";"А86; А265";"Ул. Алымова";"";"да";"ГУП «Мосгортранс»";"активна";"889088457";"{type=Point, coordinates=[37.7116838, 55.8044729]}";
"3745";"«Бойцовая ул.», Алымов переулок (3745)";"37.71350597";"55.80774622";"Алымов переулок";"Восточный административный округ";"район Богородское";"А80";"Бойцовая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088458";"{type=Point, coordinates=[37.71350597, 55.80774622]}";
"3746";"«Стадион Спартак», 3-я Гражданская улица (3746)";"37.71046887";"55.81051712";"3-я Гражданская улица";"Восточный административный округ";"район Богородское";"А80";"Стадион Спартак";"";"да";"ГУП «Мосгортранс»";"активна";"889088459";"{type=Point, coordinates=[37.71046887, 55.81051712]}";
"3747";"«1-я Прогонная ул.», Игральная улица (3747)";"37.70950432";"55.81233209";"Игральная улица";"Восточный административный округ";"район Богородское";"А80";"1-я Прогонная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088460";"{type=Point, coordinates=[37.70950432, 55.81233209]}";
"3748";"«Универсам», Игральная улица (3748)";"37.71320413";"55.81475574";"Игральная улица";"Восточный административный округ";"район Богородское";"А80";"Универсам";"";"да";"ГУП «Мосгортранс»";"активна";"889088461";"{type=Point, coordinates=[37.71320413, 55.81475574]}";
"3749";"«Универсам», Игральная улица (3749)";"37.71325931";"55.81538679";"Игральная улица";"Восточный административный округ";"район Богородское";"А80";"Универсам";"";"да";"ГУП «Мосгортранс»";"активна";"889088462";"{type=Point, coordinates=[37.71325931, 55.81538679]}";
"3750";"«Игральная ул.», 2-й проезд Подбельского (3750)";"37.71523113";"55.81780603";"проезд без названия";"Восточный административный округ";"район Богородское";"АО4; А80";"Игральная ул.";"";"нет";"";"активна";"889088463";"{type=Point, coordinates=[37.71523113, 55.81780603]}";
"3751";"«1-й пр. Подбельского», Ивантеевская улица (3751)";"37.71883275";"55.81996485";"Ивантеевская улица";"Восточный административный округ";"район Богородское";"АО4; А80";"1-й пр. Подбельского";"";"да";"ГУП «Мосгортранс»";"активна";"889088464";"{type=Point, coordinates=[37.71883275, 55.81996485]}";
"3752";"«Ивантеевская ул.», Ивантеевская улица (3752)";"37.72064678";"55.81898033";"Ивантеевская улица";"Восточный административный округ";"район Богородское";"АО4; А80";"Ивантеевская ул.";"";"нет";"";"активна";"889088465";"{type=Point, coordinates=[37.72064678, 55.81898033]}";
"3753";"«Метро Бульв. Рокоссовского», Ивантеевская улица (3753)";"37.734257";"55.81420579";"Ивантеевская улица";"Восточный административный округ";"район Богородское";"А775; А3; АО4; А822; А327";"Метро Бульв. Рокоссовского";"";"нет";"";"активна";"889088466";"{type=Point, coordinates=[37.734257, 55.81420579]}";
"3755";"«Метро Коломенская», проспект Андропова (3755)";"37.6645497951";"55.6782299052";"проспект Андропова";"Южный административный округ";"район Нагатинский Затон";"АТ67";"Метро Коломенская";"";"да";"ГУП «Мосгортранс»";"активна";"889088467";"{type=Point, coordinates=[37.6645497951, 55.6782299052]}";
"3756";"«Южный речной вокз.», проспект Андропова (3756)";"37.66635483";"55.69179028";"проспект Андропова";"Южный административный округ";"район Нагатинский Затон";"А299; А670; А156; А608; АН13; АТ67";"Южный речной вокз.";"";"да";"ГУП «Мосгортранс»";"активна";"889088468";"{type=Point, coordinates=[37.66635483, 55.69179028]}";
"3757";"«5-я Кожуховская ул.», улица Сайкина (3757)";"37.66782189";"55.70601389";"улица Сайкина";"Юго-Восточный административный округ";"Южнопортовый район";"А156; А608; А8; А193; А901; АН13; АТ67";"5-я Кожуховская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088469";"{type=Point, coordinates=[37.66782189, 55.70601389]}";
"3758";"«Велозаводский рынок», Велозаводская улица (3758)";"37.66609622";"55.71150711";"Велозаводская улица";"Юго-Восточный административный округ";"Южнопортовый район";"А670; А156; А186; А608; А8; А193; АН13; АТ67";"Велозаводский рынок";"";"нет";"";"активна";"889088470";"{type=Point, coordinates=[37.66609622, 55.71150711]}";
"3759";"«Ул. Ленинская Слобода», улица Ленинская Слобода (3759)";"37.66365294";"55.71311863";"улица Ленинская Слобода";"Южный административный округ";"Даниловский район";"А9; А186; А8; А193; АТ26; АТ67";"Ул. Ленинская Слобода";"";"да";"ГУП «Мосгортранс»";"активна";"889088471";"{type=Point, coordinates=[37.66365294, 55.71311863]}";
"3760";"«З-д Динамо», улица Ленинская Слобода (3760)";"37.65877189";"55.71104679";"улица Ленинская Слобода";"Южный административный округ";"Даниловский район";"А9; А186; А8; А193; АТ26; АТ67";"З-д Динамо";"";"да";"ГУП «Мосгортранс»";"активна";"889088472";"{type=Point, coordinates=[37.65877189, 55.71104679]}";
"3761";"«Метро Автозаводская», улица Мастеркова (3761)";"37.65738655";"55.70882613";"улица Мастеркова";"Южный административный округ";"Даниловский район";"А9; А186; А8; А193; АТ26; АТ67";"Метро Автозаводская";"";"да";"ГУП «Мосгортранс»";"активна";"889088473";"{type=Point, coordinates=[37.65738655, 55.70882613]}";
"3762";"«Префектура ЮАО», Автозаводская улица (3762)";"37.65312658";"55.70497523";"Автозаводская улица";"Южный административный округ";"Даниловский район";"АТ67; АТ26";"Префектура ЮАО";"";"да";"ГУП «Мосгортранс»";"активна";"889088474";"{type=Point, coordinates=[37.65312658, 55.70497523]}";
"3763";"«Парк Легенд», Автозаводская улица (3763)";"37.64783523";"55.70365943";"Автозаводская улица";"Южный административный округ";"Даниловский район";"А9; А186; А142; АТ67; А44; А99; АТ26; АТ40";"Парк Легенд";"";"да";"ГУП «Мосгортранс»";"активна";"889088475";"{type=Point, coordinates=[37.64783523, 55.70365943]}";
"3767";"«Метро Автозаводская», улица Мастеркова (3767)";"37.65772002";"55.70835751";"улица Мастеркова";"Южный административный округ";"Даниловский район";"А186; А8; А193; АТ67";"Метро Автозаводская";"";"да";"ГУП «Мосгортранс»";"активна";"889088479";"{type=Point, coordinates=[37.65772002, 55.70835751]}";
"3768";"«З-д Динамо», улица Ленинская Слобода (3768)";"37.66017352";"55.71135007";"улица Ленинская Слобода";"Южный административный округ";"Даниловский район";"А9; А186; А8; А193; А99; АТ26; АТ67";"З-д Динамо";"";"да";"ГУП «Мосгортранс»";"активна";"889088480";"{type=Point, coordinates=[37.66017352, 55.71135007]}";
"3769";"«Ул. Ленинская Слобода», улица Ленинская Слобода (3769)";"37.66369528";"55.71287498";"улица Ленинская Слобода";"Южный административный округ";"Даниловский район";"А186; А8; А193; А99; АТ26; АТ67";"Ул. Ленинская Слобода";"";"да";"ГУП «Мосгортранс»";"активна";"889088481";"{type=Point, coordinates=[37.66369528, 55.71287498]}";
"3770";"«Велозаводский рынок», Велозаводская улица (3770)";"37.66534038";"55.71172175";"Велозаводская улица";"Южный административный округ";"Даниловский район";"А156; А186; А608; А8; А193; АН13; АТ67";"Велозаводский рынок";"";"да";"ГУП «Мосгортранс»";"активна";"889088482";"{type=Point, coordinates=[37.66534038, 55.71172175]}";
"3771";"«Южный речной вокз.», проспект Андропова (3771)";"37.66566103";"55.69146449";"проспект Андропова";"Южный административный округ";"Даниловский район";"А299; А670; А156; А608; АН13; АТ67";"Южный речной вокз.";"";"да";"ГУП «Мосгортранс»";"активна";"889088483";"{type=Point, coordinates=[37.66566103, 55.69146449]}";
"3772";"«Центр творчества», Проектируемый проезд № 5464 (3772)";"37.60363158";"55.63773998";"проезд без названия";"Южный административный округ";"район Чертаново Северное";"А624; А168";"Центр творчества";"";"да";"ГУП «Мосгортранс»";"активна";"889088484";"{type=Point, coordinates=[37.60363158, 55.63773998]}";
"3773";"«Дом № 2», Битцевский проезд (3773)";"37.59942038";"55.6403819";"Битцевский проезд";"Южный административный округ";"район Чертаново Северное";"А624; А168";"Дом № 2";"";"нет";"";"активна";"889088485";"{type=Point, coordinates=[37.59942038, 55.6403819]}";
"3774";"«Поворот на Балаклавский просп.», Битцевский проезд (3774)";"37.59559862";"55.64074212";"Битцевский проезд";"Южный административный округ";"район Чертаново Северное";"А624; А168";"Поворот на Балаклавский просп.";"";"да";"ГУП «Мосгортранс»";"активна";"889088486";"{type=Point, coordinates=[37.59559862, 55.64074212]}";
"3775";"«ОВД Зюзино», Битцевский проезд (3775)";"37.59061651";"55.63955888";"Битцевский проезд";"Южный административный округ";"район Чертаново Северное";"А624; А168";"ОВД Зюзино";"";"да";"ГУП «Мосгортранс»";"активна";"889088487";"{type=Point, coordinates=[37.59061651, 55.63955888]}";
"3776";"«Дом № 5», Битцевский проезд (3776)";"37.58937001";"55.63754539";"Битцевский проезд";"Южный административный округ";"район Чертаново Северное";"А624; А168";"Дом № 5";"";"да";"ГУП «Мосгортранс»";"активна";"889088488";"{type=Point, coordinates=[37.58937001, 55.63754539]}";
"3777";"«Чертаново Северное», Битцевский проезд (3777)";"37.58802261";"55.6339722";"Битцевский проезд";"Южный административный округ";"район Чертаново Северное";"А624; А168";"Чертаново Северное";"";"да";"ГУП «Мосгортранс»";"активна";"889088489";"{type=Point, coordinates=[37.58802261, 55.6339722]}";
"3778";"«Дом № 8», Проектируемый проезд № 5464 (3778)";"37.58992463";"55.63294908";"проезд без названия";"Южный административный округ";"район Чертаново Северное";"А624; А168";"Дом № 8";"";"да";"ГУП «Мосгортранс»";"активна";"889088490";"{type=Point, coordinates=[37.58992463, 55.63294908]}";
"3779";"«Нагатинский затон (пос.)», Коломенская набережная (3779)";"37.70905481";"55.68510473";"Коломенская набережная";"Южный административный округ";"район Нагатинский Затон";"А156";"Нагатинский затон (пос.)";"";"да";"ГУП «Мосгортранс»";"активна";"889088491";"{type=Point, coordinates=[37.70905481, 55.68510473]}";
"3780";"«Коломенская наб., 6», Коломенская набережная (3780)";"37.70924808";"55.68408342";"Коломенская набережная";"Южный административный округ";"район Нагатинский Затон";"А156";"Коломенская наб., 6";"";"да";"ГУП «Мосгортранс»";"активна";"889088492";"{type=Point, coordinates=[37.70924808, 55.68408342]}";
"3781";"«Коломенская наб., 10», Коломенская набережная (3781)";"37.7074310293";"55.6806749905";"Коломенская набережная";"Южный административный округ";"район Нагатинский Затон";"А156";"Коломенская наб., 10";"";"да";"ГУП «Мосгортранс»";"активна";"889088493";"{type=Point, coordinates=[37.7074310293, 55.6806749905]}";
"3782";"«Библиотека им. Симонова», Коломенская набережная (3782)";"37.70366049";"55.6781852";"Коломенская набережная";"Южный административный округ";"район Нагатинский Затон";"А156";"Библиотека им. Симонова";"";"нет";"";"активна";"889088494";"{type=Point, coordinates=[37.70366049, 55.6781852]}";
"3783";"«Школа», Коломенская набережная (3783)";"37.69855419";"55.67651189";"Коломенская набережная";"Южный административный округ";"район Нагатинский Затон";"А156";"Школа";"";"да";"ГУП «Мосгортранс»";"активна";"889088495";"{type=Point, coordinates=[37.69855419, 55.67651189]}";
